City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ngunguru,-35.62,174.5,54.0,97,99,7.0,NZ,1592659765
El Limon,10.31,-67.63,77.23,76,59,2.66,VE,1592659765
Encruzilhada do Sul,-30.54,-52.52,68.22,97,40,7.05,BR,1592659765
Gander,48.97,-54.59,46.4,93,75,10.29,CA,1592659474
Saint-Augustin,51.23,-58.65,57.24,58,0,4.05,CA,1592659765
Paamiut,61.99,-49.67,39.52,79,94,18.63,GL,1592659765
Azul,-36.78,-59.86,46.0,84,100,3.15,AR,1592659766
Baker City,44.77,-117.83,61.0,87,90,4.7,US,1592659766
Ghanzi,-21.57,21.78,69.96,28,0,6.8,BW,1592659766
Kamenka,51.32,42.77,84.0,35,41,8.99,RU,1592659766
Coos Bay,43.37,-124.22,59.0,93,90,4.7,US,1592659766
Comodoro Rivadavia,-45.87,-67.5,44.6,56,100,9.17,AR,1592659766
Doaba,33.42,70.74,92.41,27,13,10.83,PK,1592659766
Goundam,16.41,-3.67,103.77,21,0,5.39,ML,1592659767
Sava,40.4,17.56,84.0,42,40,10.29,IT,1592659767
Puerto del Rosario,28.5,-13.86,77.0,65,40,17.22,ES,1592659767
Porto Walter,-8.27,-72.74,78.08,76,1,3.0,BR,1592659767
Mastic Beach,40.77,-72.85,75.2,73,1,3.36,US,1592659767
Haverhill,42.78,-71.08,79.0,61,1,5.82,US,1592659767
Dingle,11.0,122.67,80.1,77,0,3.67,PH,1592659767
Ossora,59.24,163.07,48.43,84,0,3.62,RU,1592659768
Mackenzie,55.3,-123.17,57.2,93,90,3.36,CA,1592659768
Dicabisagan,17.08,122.42,81.18,80,70,7.2,PH,1592659768
Kelowna,49.88,-119.49,62.6,88,90,2.24,CA,1592659713
Lokoja,7.8,6.74,89.01,56,97,2.21,NG,1592659768
Raudeberg,61.99,5.14,72.0,64,75,8.05,NO,1592659768
Okha,53.57,142.95,41.9,91,98,8.28,RU,1592659768
Morón,-34.65,-58.62,53.01,100,75,4.7,AR,1592659768
Deputatsky,69.3,139.9,69.46,42,0,3.13,RU,1592659769
Tazovsky,67.47,78.7,44.51,85,100,13.98,RU,1592659769
Karakol,42.49,78.39,62.94,39,38,13.06,KG,1592659769
Thinadhoo,0.53,72.93,84.65,68,97,5.77,MV,1592659769
Kloulklubed,7.04,134.26,78.8,94,75,9.73,PW,1592659769
Mulegé,26.88,-111.98,80.62,39,0,2.19,MX,1592659769
Arawa,-6.21,155.54,79.27,81,83,1.66,PG,1592659770
Los Llanos de Aridane,28.66,-17.92,77.0,61,20,14.99,ES,1592659501
Mīzan Teferī,6.98,35.58,71.92,83,31,2.82,ET,1592659770
Kununurra,-15.77,128.73,68.0,30,0,7.49,AU,1592659770
Rāwatsār,29.28,74.38,110.3,12,5,13.44,IN,1592659770
Kaeo,-35.1,173.78,54.0,3,98,8.41,NZ,1592659770
Lala,7.97,123.75,78.33,85,100,1.99,PH,1592659770
Lodja,-3.48,23.43,97.29,24,25,1.9,CD,1592659501
Kavaratti,10.57,72.64,84.07,76,100,17.74,IN,1592659771
Yüksekova,37.57,44.29,73.4,23,40,12.75,TR,1592659771
Kozhva,65.11,57.05,39.51,95,100,10.42,RU,1592659771
Kismayo,-0.36,42.55,81.77,67,0,24.79,SO,1592659771
Canguçu,-31.39,-52.68,64.4,93,75,9.17,BR,1592659771
Buchanan,5.88,-10.05,86.0,74,75,3.36,LR,1592659771
Gaza,31.5,34.47,82.0,65,40,13.87,PS,1592659771
Havøysund,71.0,24.66,50.0,61,0,2.24,NO,1592659610
Rawson,-43.3,-65.1,48.58,51,100,13.2,AR,1592659772
Sayyan,15.17,44.32,74.37,31,87,2.57,YE,1592659772
Saint Anthony,45.02,-93.22,66.99,63,1,3.36,US,1592659597
Talnakh,69.49,88.4,59.0,87,100,13.42,RU,1592659772
Mindelo,16.89,-24.98,82.4,54,20,26.4,CV,1592659772
Hirara,24.8,125.28,84.04,83,16,15.95,JP,1592659772
Lagoa,39.05,-27.98,65.37,90,2,20.92,PT,1592659494
Abu Kamal,34.45,40.92,91.53,22,96,13.04,SY,1592659773
Vanimo,-2.67,141.3,80.06,82,97,4.56,PG,1592659773
Jvari,42.72,42.05,69.69,79,100,4.07,GE,1592659773
Pustoshka,56.34,29.37,81.09,56,70,7.4,RU,1592659773
Puyo,-1.47,-77.98,66.2,93,90,3.36,EC,1592659773
Charters Towers,-20.1,146.27,63.45,84,81,9.24,AU,1592659773
Marawi,8.0,124.29,81.0,87,97,5.01,PH,1592659773
Yeppoon,-23.13,150.73,62.6,93,90,8.05,AU,1592659773
Mucurapo,10.67,-61.53,86.0,74,75,12.75,TT,1592659774
Joensuu,62.6,29.76,66.99,42,0,6.93,FI,1592659774
Goderich,43.75,-81.72,73.0,84,98,5.7,CA,1592659774
Ningbo,29.88,121.55,71.01,100,75,2.48,CN,1592659687
Acapulco de Juárez,16.86,-99.89,80.6,88,90,3.36,MX,1592659581
Ixtapa,20.7,-105.2,75.2,88,5,2.21,MX,1592659774
Viedma,-40.81,-63.0,49.57,49,100,14.36,AR,1592659775
Vao,-22.67,167.48,68.31,70,38,14.27,NC,1592659629
Velyka Pysarivka,50.43,35.48,80.78,70,89,9.69,UA,1592659775
Saint-Ambroise,48.55,-71.33,70.0,68,40,14.99,CA,1592659775
Taoudenni,22.68,-3.98,114.53,7,70,4.92,ML,1592659775
Kalemie,-5.95,29.19,79.48,52,83,11.05,CD,1592659775
Hay River,60.82,-115.8,62.6,67,20,9.17,CA,1592659775
Dunedin,-45.87,170.5,43.0,94,93,3.0,NZ,1592659776
Sirte,31.21,16.59,82.31,56,0,21.61,LY,1592659776
Harper,4.38,-7.72,80.71,74,83,9.15,LR,1592659776
Rørvik,64.86,11.24,66.33,62,24,7.09,NO,1592659776
Vaitape,-16.52,-151.75,80.19,78,94,5.75,PF,1592659776
Oranjestad,12.52,-70.03,86.0,70,40,19.46,AW,1592659496
Richards Bay,-28.78,32.04,73.56,54,0,11.65,ZA,1592659776
Aksu,41.12,80.26,69.53,41,100,21.52,CN,1592659777
Aiquile,-18.2,-65.18,61.61,56,0,4.0,BO,1592659777
Piaçabuçu,-10.41,-36.43,80.44,71,17,17.18,BR,1592659777
Flin Flon,54.77,-101.86,46.4,93,90,4.7,CA,1592659777
Salalah,17.02,54.09,87.8,70,20,5.82,OM,1592659777
Sibolga,1.74,98.78,79.16,77,96,0.78,ID,1592659777
Kabansk,52.05,106.65,68.0,56,0,8.95,RU,1592659777
Hauknes,66.28,14.07,78.01,46,97,1.99,NO,1592659777
Faya,18.39,42.45,84.2,20,40,11.41,SA,1592659777
Hervey Bay,-25.3,152.85,62.01,91,89,5.99,AU,1592659778
Puerto Ayacucho,5.66,-67.62,80.6,78,40,2.24,VE,1592659778
Severodvinsk,64.56,39.83,53.6,62,75,11.18,RU,1592659778
Arrondissement de Rodez,44.5,2.58,73.99,49,20,9.17,FR,1592659778
Sobolevo,54.43,31.9,79.0,72,97,6.17,RU,1592659778
Tocopilla,-22.09,-70.2,64.08,55,0,4.41,CL,1592659778
Nuuk,64.18,-51.72,42.8,75,20,5.82,GL,1592659779
Pottsville,40.69,-76.2,69.01,100,12,1.86,US,1592659779
Aripuanã,-9.17,-60.63,79.61,62,100,2.95,BR,1592659779
Port-Cartier,50.03,-66.87,57.0,82,90,10.29,CA,1592659779
Norman Wells,65.28,-126.83,62.6,88,75,10.29,CA,1592659532
Kochkurovo,54.04,45.42,76.24,63,0,5.39,RU,1592659779
Port-Gentil,-0.72,8.78,82.4,78,40,13.87,GA,1592659779
La Baule-Escoublac,47.29,-2.36,68.0,77,79,17.22,FR,1592659779
Arzgir,45.37,44.22,91.85,23,95,7.65,RU,1592659780
Yinchuan,38.47,106.27,80.01,31,0,5.99,CN,1592659780
Burnie,-41.07,145.92,52.0,93,71,4.0,AU,1592659780
Assiut,27.18,31.18,96.8,28,0,18.34,EG,1592659780
Shenjiamen,29.96,122.3,69.21,93,100,6.42,CN,1592659780
Bandrele,-12.91,45.19,73.4,88,75,18.34,YT,1592659780
Beira,-19.84,34.84,75.2,57,20,11.41,MZ,1592659780
Loikaw,19.67,97.21,71.62,89,6,3.76,MM,1592659781
Ladário,-19.0,-57.6,78.8,69,0,9.17,BR,1592659630
Eyl,7.98,49.82,94.96,33,0,25.66,SO,1592659781
Nogliki,51.83,143.17,41.43,94,100,8.46,RU,1592659781
Shimoda,34.67,138.95,64.99,91,57,3.15,JP,1592659781
Nola,40.92,14.53,84.99,44,6,5.01,IT,1592659781
Carutapera,-1.2,-46.02,83.57,72,2,7.78,BR,1592659781
Stokmarknes,68.56,14.91,64.99,48,0,12.75,NO,1592659781
Muskogee,35.58,-95.33,72.0,88,1,4.7,US,1592659782
Sørland,67.67,12.69,69.8,35,0,9.17,NO,1592659782
Ponta Delgada,37.73,-25.67,66.2,82,20,16.11,PT,1592659782
Port Keats,-14.25,129.55,76.06,57,45,6.17,AU,1592659782
Cervo,43.67,-7.41,70.0,64,11,8.01,ES,1592659782
Kudamatsu,34.0,131.87,71.6,68,40,4.7,JP,1592659782
Jieshi,22.81,115.83,83.32,81,64,11.52,CN,1592659782
Aborlan,9.44,118.55,80.6,83,20,4.7,PH,1592659782
Segovia,41.17,-4.0,88.0,21,0,8.05,ES,1592659782
Azángaro,-14.92,-70.22,33.8,34,7,2.24,PE,1592659783
Zeya,53.75,127.27,55.87,93,100,4.59,RU,1592659783
Sisimiut,66.94,-53.67,41.04,72,71,6.73,GL,1592659783
Iqaluit,63.75,-68.51,39.2,80,90,6.93,CA,1592659783
San Juan,-31.54,-68.54,53.4,43,0,2.62,AR,1592659748
Harbour Breton,47.48,-55.8,50.02,84,100,10.51,CA,1592659783
Ubari,26.59,12.78,105.37,7,0,9.13,LY,1592659783
Kiruna,67.86,20.23,68.0,40,0,5.82,SE,1592659784
Villa Vicente Guerrero,19.12,-98.17,53.6,76,40,5.82,MX,1592659784
Bida,9.08,6.02,88.79,62,85,1.86,NG,1592659784
Makkah al Mukarramah,21.43,39.83,102.45,12,0,16.62,SA,1592659784
Saldanha,-33.01,17.94,68.0,68,18,6.93,ZA,1592659784
Yar-Sale,66.83,70.83,53.76,47,90,19.86,RU,1592659784
Svetlaya,46.54,138.33,50.13,79,90,2.66,RU,1592659784
İdil,37.34,41.89,80.6,34,75,17.22,TR,1592659784
Maceió,-9.67,-35.74,82.4,61,75,18.34,BR,1592659784
Merrill,45.18,-89.68,60.8,100,90,3.36,US,1592659785
Tarakan,3.3,117.63,83.39,72,95,8.48,ID,1592659785
Conchal,-22.33,-47.17,68.0,68,0,5.61,BR,1592659518
Fare,-16.7,-151.02,79.59,81,100,7.74,PF,1592659785
Mbini,1.57,9.61,84.2,79,40,11.41,GQ,1592659785
Welver,51.62,7.97,75.0,52,100,3.0,DE,1592659785
Hede,33.77,120.25,70.21,85,100,9.01,CN,1592659785
Boiro,42.65,-8.9,70.0,82,5,8.99,ES,1592659786
Yatou,37.15,122.38,68.68,85,13,11.14,CN,1592659786
Melfi,41.0,15.65,82.4,39,20,13.87,IT,1592659786
Powell River,49.85,-124.54,60.8,93,90,4.7,CA,1592659786
Moroni,-11.7,43.26,75.2,88,90,18.34,KM,1592659786
Yate,51.54,-2.42,66.0,75,69,5.99,GB,1592659786
Ulaangom,49.98,92.07,71.55,32,1,5.73,MN,1592659787
Villa del Rosario,7.83,-72.47,82.4,58,75,13.87,CO,1592659787
Ngorongoro,-3.24,35.49,64.78,61,96,5.21,TZ,1592659787
La Santisima Trinidad,-14.83,-64.9,78.8,83,1,4.76,BO,1592659787
Cairns,-16.92,145.77,69.8,88,90,6.93,AU,1592659524
Alihe,50.57,123.72,56.05,93,90,1.9,CN,1592659787
Ust'-Kut,56.79,105.77,66.43,54,18,3.58,RU,1592659787
Pine Bluff,34.23,-92.0,78.01,73,1,5.82,US,1592659787
Lashio,22.93,97.75,72.7,94,4,2.26,MM,1592659787
Tautira,-17.73,-149.15,77.0,88,20,2.24,PF,1592659788
Lundazi,-12.29,33.18,76.89,24,0,7.2,ZM,1592659788
Mehamn,71.04,27.85,47.35,68,0,9.95,NO,1592659788
Baruun-Urt,46.68,113.28,69.19,66,37,7.74,MN,1592659788
Zvishavane,-20.33,30.07,67.64,39,0,6.78,ZW,1592659788
Erzurum Province,40.0,41.5,60.8,48,75,12.75,TR,1592659651
Mlonggo,-6.53,110.7,80.08,75,100,7.87,ID,1592659788
Gizo Government Station,-8.1,156.84,82.36,78,11,9.57,SB,1592659789
Neiafu,-18.65,-173.98,75.2,73,40,10.29,TO,1592659789
Bend,44.06,-121.32,63.0,54,98,5.84,US,1592659765
Grand Gaube,-20.01,57.66,73.0,71,58,7.0,MU,1592659789
Masallātah,32.62,14.0,78.51,52,0,20.33,LY,1592659719
Erdenet,49.03,104.08,54.86,93,100,9.22,MN,1592659789
Padang,-0.95,100.35,78.76,80,100,6.87,ID,1592659789
Marzuq,14.4,46.47,95.79,20,35,10.36,YE,1592659789
Abu Samrah,35.3,37.18,85.8,31,40,21.56,SY,1592659789
Manokwari,-0.87,134.08,81.59,72,66,2.3,ID,1592659790
Cherdyn',60.4,56.48,52.72,46,68,12.1,RU,1592659790
Ogaminana,7.59,6.22,86.36,64,81,1.45,NG,1592659790
Huambo,-12.78,15.74,73.4,31,0,4.7,AO,1592659790
