City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Newport,51.59,-3.0,63.79,68,87,4.18,GB,1592254800
Nouadhibou,20.93,-17.03,83.73,45,8,23.8,MR,1592254800
Okhotsk,59.38,143.3,54.1,74,1,10.54,RU,1592254800
Sicuani,-14.27,-71.23,60.13,35,82,9.26,PE,1592254800
Tomatlán,19.93,-105.25,90.5,46,0,10.69,MX,1592254800
Sivaki,52.63,126.75,57.83,66,75,10.36,RU,1592254800
Urengoy,65.97,78.37,47.39,60,63,14.52,RU,1592254800
Montivilliers,49.55,0.19,62.13,84,88,3.22,FR,1592254800
Ossora,59.24,163.07,52.34,66,24,2.46,RU,1592254800
Dyurtyuli,55.49,54.87,56.07,87,0,4.14,RU,1592254800
Vysokogornyy,50.12,139.15,43.47,94,100,2.37,RU,1592254800
Rosarito,32.33,-117.03,68.05,67,39,8.72,MX,1592254800
Porangatu,-13.44,-49.15,82.6,40,4,4.72,BR,1592254800
Am Timan,11.03,20.28,89.74,44,73,9.6,TD,1592254800
San Andrés,12.58,-81.7,84.63,78,95,13.8,CO,1592254800
Sampit,-2.53,112.95,74.64,97,41,2.48,ID,1592254800
Tinskoy,56.15,96.92,48.09,86,66,1.83,RU,1592254800
Kruisfontein,-34.0,24.73,53.87,87,93,3.36,ZA,1592254800
Noumea,-22.28,166.46,70.75,84,2,11.72,NC,1592254800
Aklavik,68.22,-135.01,64.26,55,87,8.23,CA,1592254800
Curup,-3.47,102.53,70.3,90,47,3.74,ID,1592254800
Cockburn Town,21.46,-71.14,84.49,75,69,14.43,TC,1592254800
Wanaka,-44.7,169.15,45.63,78,75,4.38,NZ,1592254800
Wu’an,31.68,112.0,77.56,91,88,6.08,CN,1592254800
Kamenka,51.32,42.77,61.23,67,0,10.18,RU,1592254800
Whyalla,-33.03,137.58,53.58,89,30,10.2,AU,1592254800
Vardø,70.37,31.11,44.58,69,59,19.62,NO,1592254800
Lexington Park,38.27,-76.45,71.35,53,87,12.06,US,1592254800
Porto Empedocle,37.29,13.53,68.29,64,0,11.88,IT,1592254800
Bhadrāchalam,17.67,80.88,83.66,78,99,2.01,IN,1592254800
Nortelândia,-14.45,-56.8,85.78,42,15,2.93,BR,1592254800
Taicheng,38.73,113.23,64.33,49,94,3.11,CN,1592254800
Penalva,-3.29,-45.17,83.32,77,43,3.53,BR,1592254800
Tchaourou,8.89,2.6,80.82,73,55,3.04,BJ,1592254800
Marawi,8.0,124.29,72.09,93,98,1.05,PH,1592254800
Wyndham,37.7,-77.61,67.51,75,95,6.35,US,1592254800
College,64.86,-147.8,78.69,55,87,3.0,US,1592254800
Moerai,-22.43,-151.33,71.6,73,100,22.46,PF,1592254800
City of San Pedro,14.35,121.02,80.13,84,76,5.39,PH,1592254800
Mount Isa,-20.73,139.5,59.47,39,0,20.89,AU,1592254800
São Filipe,14.9,-24.5,78.12,75,1,6.38,CV,1592254800
Zemio,5.03,25.14,70.95,91,99,1.68,CF,1592254800
Calama,-22.47,-68.93,71.74,17,0,11.1,CL,1592254800
Opuwo,-18.06,13.84,60.19,37,0,7.4,NA,1592254800
Brae,60.4,-1.35,60.17,70,19,11.21,GB,1592254800
Okha,53.57,142.95,37.29,96,100,8.41,RU,1592254800
Lavrentiya,65.58,-171.0,51.1,56,53,1.3,RU,1592254800
Ballina,-28.87,153.57,59.52,88,89,5.75,AU,1592254800
Innisfail,-17.53,146.03,70.84,90,59,6.93,AU,1592254800
Imbituba,-28.24,-48.67,65.84,73,74,13.85,BR,1592254800
Tegul'det,57.31,88.17,41.32,96,40,3.94,RU,1592254800
Kismayo,-0.36,42.55,79.27,75,98,19.73,SO,1592254800
Conde,-7.26,-34.91,80.87,81,16,10.85,BR,1592254800
Mildura,-34.2,142.15,54.12,71,84,9.75,AU,1592254800
Mercedes,-34.65,-59.43,54.55,50,64,8.34,AR,1592254800
Kharan,28.58,65.42,92.07,10,0,5.44,PK,1592254800
Yining,29.04,114.56,76.57,89,87,1.99,CN,1592254800
Davila,18.47,120.58,82.09,82,27,8.48,PH,1592254800
Rāpar,23.57,70.63,89.2,65,95,17.81,IN,1592254800
Baie-Comeau,49.22,-68.15,64.15,44,43,11.01,CA,1592254800
Taylorville,39.55,-89.29,75.74,38,2,7.47,US,1592254800
Boende,-0.22,20.87,77.0,68,57,0.43,CD,1592254800
Oxford,51.75,-1.26,59.83,70,63,1.5,GB,1592254800
Kirovsk,48.64,38.64,67.57,63,42,9.22,UA,1592254800
Kaeo,-35.1,173.78,58.08,42,100,9.06,NZ,1592254800
Taoudenni,22.68,-3.98,106.84,9,0,10.67,ML,1592254800
Gonder,12.6,37.47,61.97,77,94,1.95,ET,1592254800
Ucluelet,48.93,-125.55,53.01,90,87,2.93,CA,1592254800
Ormara,25.21,64.64,84.63,86,80,13.56,PK,1592254800
Saint-Joseph,-21.37,55.62,68.58,75,39,15.28,RE,1592254800
Yumen,40.28,97.2,66.9,40,68,2.55,CN,1592254800
Sohag,26.56,31.69,85.93,22,0,8.16,EG,1592254800
Hazorasp,41.32,61.07,86.22,25,13,19.13,UZ,1592254800
Gigmoto,13.78,124.39,79.61,80,69,4.03,PH,1592254800
Chara,56.91,118.26,61.36,72,6,1.28,RU,1592254800
Nuristan,35.3,70.83,37.38,69,0,13.38,AF,1592254800
Filingué,14.35,3.32,103.6,21,0,3.02,NE,1592254800
Anzio,41.49,12.62,68.47,82,0,2.35,IT,1592254800
Quelimane,-17.88,36.89,66.76,82,29,4.9,MZ,1592254800
Hamilton,39.18,-84.53,76.6,52,53,6.98,US,1592254800
Gavrilov Posad,56.56,40.12,59.61,80,99,6.49,RU,1592254800
Launceston,-41.45,147.17,51.51,85,58,12.08,AU,1592254800
Lashio,22.93,97.75,68.99,97,98,1.1,MM,1592254800
Olden,61.84,6.81,66.02,61,83,3.76,NO,1592254800
Mpophomeni,-29.57,30.19,44.55,81,0,4.32,ZA,1592254800
Magaria,13.0,8.91,97.81,27,46,9.06,NE,1592254800
Khandyga,62.67,135.6,61.63,63,4,2.95,RU,1592254800
Sangar,63.92,127.47,58.68,79,83,6.8,RU,1592254800
Olafsvik,64.89,-23.71,45.79,73,93,18.25,IS,1592254800
Port Moresby,-9.44,147.18,76.57,91,23,11.18,PG,1592254800
Krasnosel'kup,65.7,82.47,43.47,61,71,9.19,RU,1592254800
Deputatsky,69.3,139.9,67.14,43,53,13.2,RU,1592254800
Tual,-5.67,132.75,80.94,82,89,24.38,ID,1592254800
Metro,-5.11,105.31,75.58,92,37,2.73,ID,1592254800
Axum,14.12,38.72,67.78,66,98,4.56,ET,1592254800
Maniitsoq,65.42,-52.9,38.86,85,97,6.44,GL,1592254800
Blagoyevo,63.37,47.92,66.85,60,98,6.8,RU,1592254800
Nālūt,30.33,10.85,80.15,28,0,18.9,LY,1592254800
Bārh,25.48,85.72,84.92,84,87,12.15,IN,1592254800
Klaksvík,62.23,-6.59,52.74,92,79,9.91,FO,1592254800
Xai-Xai,-25.05,33.64,65.16,75,0,7.96,MZ,1592254800
Isla Aguada,18.78,-91.47,84.06,71,20,11.86,MX,1592254800
Krutinka,56.01,71.51,49.12,76,21,4.47,RU,1592254800
Brownsville,25.9,-97.5,88.25,62,72,11.59,US,1592254800
Binzhou,37.37,118.02,75.65,47,80,1.9,CN,1592254800
Rafai,4.95,23.92,70.75,96,91,1.25,CF,1592254800
São Miguel,-5.47,-35.37,82.11,74,26,10.22,BR,1592254800
Waitara,-38.92,174.25,55.18,85,100,15.32,NZ,1592254800
Alakurtti,66.97,30.35,52.47,86,99,6.29,RU,1592254800
West Bay,19.37,-81.42,82.0,84,95,13.04,KY,1592254800
Walvis Bay,-22.96,14.51,68.02,22,0,7.07,NA,1592254800
Makakilo City,21.35,-158.09,79.0,63,1,17.16,US,1592254800
Jesús del Monte,19.11,-99.99,71.33,41,17,5.06,MX,1592254800
Evensk,61.95,159.23,58.39,51,0,2.64,RU,1592254800
Radford,37.13,-80.58,60.73,81,95,7.96,US,1592254800
Tari,12.41,4.49,96.78,36,0,9.55,NG,1592254800
Tanete,-3.94,119.78,74.3,94,47,5.26,ID,1592254800
Vuktyl,63.86,57.31,63.9,68,90,8.99,RU,1592254800
Waipawa,-41.41,175.52,52.77,85,100,12.35,NZ,1592254800
Grand Gaube,-20.01,57.66,71.58,77,25,15.88,MU,1592254800
Carolina,18.38,-65.96,87.04,58,21,13.11,PR,1592254800
Monrovia,6.3,-10.8,81.16,84,78,8.1,LR,1592254800
Glyadyanskoye,54.91,65.09,54.37,86,11,5.17,RU,1592254800
Kolpashevo,58.31,82.91,41.14,88,3,5.59,RU,1592254800
Dulce Nombre de Culmí,15.1,-85.53,73.67,89,93,2.95,HN,1592254800
Tura,25.52,90.22,75.63,97,100,5.95,IN,1592254800
Madaoua,14.07,5.96,102.13,23,22,10.42,NE,1592254800
Oktyabr'skiy,54.48,53.47,54.55,84,26,1.7,RU,1592254800
Goderich,43.75,-81.72,64.42,66,3,4.88,CA,1592254800
Dukat,62.55,155.55,62.89,49,70,4.43,RU,1592254800
Raton,36.9,-104.44,84.49,19,17,13.13,US,1592254800
Bandar-e Lengeh,26.56,54.88,89.94,68,15,1.86,IR,1592254800
Qabaqçöl,41.72,46.26,77.61,40,87,4.07,AZ,1592254800
Pangody,65.85,74.49,53.94,60,87,15.28,RU,1592254800
Hede,33.77,120.25,76.86,83,100,4.76,CN,1592254800
Anchorage,61.22,-149.9,58.32,56,6,5.21,US,1592254800
Buraidah,26.33,43.98,95.97,14,4,6.62,SA,1592254800
Bayonet Point,28.33,-82.68,86.67,51,0,12.53,US,1592254800
Qasigiannguit,68.82,-51.19,39.0,74,74,9.01,GL,1592254800
Kashgar,39.45,75.98,69.26,35,79,2.35,CN,1592254800
Loukhi,66.08,33.04,58.51,85,89,5.61,RU,1592254800
Broken Hill,-31.95,141.43,50.14,60,0,8.43,AU,1592254800
Altay,47.87,88.12,58.57,61,12,2.59,CN,1592254800
Mezen',65.85,44.24,50.4,88,99,6.44,RU,1592254800
Adré,13.47,22.2,81.61,41,37,5.79,TD,1592254800
Akdepe,42.06,59.38,81.05,28,0,16.46,TM,1592254800
Ust'-Koksa,50.27,85.61,51.39,82,40,1.34,RU,1592254800
Tarime,-1.35,34.37,67.59,79,58,3.38,TZ,1592254800
Puerto El Triunfo,13.28,-88.55,87.51,64,50,8.34,SV,1592254800
Chhabra,24.67,76.83,91.98,40,77,10.04,IN,1592254800
Hailar,49.2,119.7,62.62,46,40,4.83,CN,1592254800
Balaipungut,1.05,101.28,75.94,94,87,1.19,ID,1592254800
Jaguariaíva,-24.25,-49.71,65.95,86,58,4.23,BR,1592254800
Zhangye,38.93,100.45,65.88,44,100,3.06,CN,1592254800
Camacha,33.08,-16.33,69.46,87,69,7.2,PT,1592254800
Gorontalo,0.54,123.06,74.53,87,88,2.19,ID,1592254800
Timbó,-26.82,-49.27,63.18,41,96,1.36,BR,1592254800
Burnie,-41.07,145.92,54.23,81,86,18.99,AU,1592254800
Sakakah,29.97,40.21,87.6,17,0,15.43,SA,1592254800
Barranca,-10.75,-77.77,66.63,75,90,10.54,PE,1592254800
Tūkrah,32.53,20.58,72.99,72,0,15.66,LY,1592254800
Praia da Vitória,38.73,-27.07,64.62,86,46,7.72,PT,1592254800
Cartagena,10.4,-75.51,83.43,76,87,8.28,CO,1592254800
Chiang Klang,19.29,100.86,75.34,88,100,1.92,TH,1592254800
Salzwedel,52.85,11.15,66.42,70,16,6.35,DE,1592254800
Kharsāwān,22.8,85.83,82.56,81,100,3.11,IN,1592254800
Kānkon,15.02,74.02,82.83,85,87,13.33,IN,1592254800
Jvari,42.72,42.05,69.31,42,23,6.71,GE,1592254800
Lázaro Cárdenas,17.96,-102.2,86.7,60,20,12.21,MX,1592254800
Kuala Terengganu,5.33,103.14,78.64,89,59,4.9,MY,1592254800
Oranjemund,-28.55,16.43,60.57,35,0,9.17,NA,1592254800
Flagstaff,35.2,-111.65,79.29,13,1,19.93,US,1592254800
Karla,59.37,24.93,65.89,84,26,5.99,EE,1592254800
Bartlesville,36.75,-95.98,88.11,47,10,9.08,US,1592254800
